Marie Curtis Park,Marie Curtis Wading Pool,Pool-Wading,West District
Thistletown Community Centre,Marshall Meeting Room (C),Room - C,West District
Centennial Recreation Centre-Scarborough,Pool SE2,Pool - Indoor - A,East District
Heron Park Community Centre,Drypad 2 (C),Indoor Dry Pad - C,East District
Norseman Community School And Pool,Foyer (C),Room,West District
Dieppe Park,AIR - Rink 2 (no boards),Rink-Outdoor,South District
Birchmount Community Centre,SE 2,Pool - Indoor - A,East District
Mitchell Field Community Centre,Boardroom (C),Room - C,North District
Islington CS,Large Lunchroom,Cafeteria,West District
Gordon A Brown Middle School,Gym,Gymnasium,South District
Earl Bales Community Centre,Banquet Hall (B),Room - B,North District
Centennial Recreation Centre - Etobicoke,Arts & Craft Room (C),Room - C,West District
Commander Recreation Centre,Rink 2 (A),Rink-Indoor - A,East District
Sir Alexander Mackenzie Sr ES,Gym,Gymnasium,East District
Healey Willan Park,Wading Pool,Pool-Wading,South District
St. Teresa Shrine CS,Gymnasium,Gymnasium,East District
Edgehill House,Meeting Room 1 (C),Room - C,West District
Hillcrest Community Centre,Classroom 2 (C),Room - C,South District
Amesbury Community Centre,Multipurpose Room (C),Room - C,West District
Alex Duff Memorial Pool,Pool (A)-Outdoor,Pool - Outdoor - A,South District
Pleasantview Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
Don Valley JH,Naorca Bus Pick Up,Parking Lot,North District
Westgrove Park,AIR - Rink,Rink-Outdoor,West District
Woburn Collegiate Institute,Gym 3 & 4,Gymnasium,East District
John G. Althouse CS,U.A. Room,Room,West District
Pleasantview Community Centre,Rink (A),Rink-Indoor - A,North District
Don Montgomery Community Centre,Rink 1 (A),Rink-Indoor - A,East District
Phin Avenue Parkette,Wading Pool,Pool-Wading,South District
Heron Park Community Centre,Pool DE 1,Pool - Outdoor - A,East District
Mitchell Field Community Centre,Gym (A),Gym - A,North District
Nathan Phillips Square,AIR - Rink (A),Rink-Outdoor,South District
Scadding Court Community Centre,Pool (B),Pool - Indoor - B,South District
S.H. Armstrong Community Centre,Multipurpose Room (B),Room - B,South District
Douglas Snow Aquatic Centre,Pool - Lanes 1 - 6 (P) - Indoor,Pool - Indoor - P,North District
Centennial Recreation Centre-Scarborough,Skate Room,Room,East District
Kingsview Village CS,Field (C) -TDSB,Sport Field - C,West District
Earlscourt Park,Diamond (C),Diamond - C,West District
Knob Hill Park,Pool (C)-Outdoor,Pool - Outdoor - C,East District
O'Connor Community Centre,Kitchen (B),Kitchen - B,North District
West Hill Collegiate Institute,Pool (B)-Indoor,Pool - Indoor - B,East District
Cedarbrook Community Centre,Room 1 (C),Room - C,East District
Trinity Community Recreation Centre,Gym (B),Gym - B,South District
Parkway Forest Community Centre,Weight Room,Room-Fitness/Weight,North District
Yorkwoods PS,Soccer,Field,North District
George Webster Park,Wading Pool,Pool-Wading,South District
McGregor Park Community Centre,Kitchen (B),Kitchen - B,East District
Hilltop Community School,Band Room,Room,West District
Broadlands Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
Smithfield CS,Room 101,Room,West District
Van Horne Park,Soccer Field (C),Sport Field - C,North District
East York Memorial Arena,Rink (A),Rink-Indoor - A,South District
North Toronto Memorial Community Centre,AIR - Rink,Rink-Outdoor,North District
Dennis R.Timbrell Resource Centre,Weight Room,Room-Fitness/Weight,North District
Wallace Emerson Park,AIR - Rink (no boards),Rink-Outdoor,South District
Avondale Public School,Classroom 1,Room-School,North District
Main Square Community Centre,Pool - SE1,Pool - Indoor - B,South District
Scarborough Village Recreation Centre,Village Room (B),Room - B,East District
Riverdale Farm,Meeting House Rm 4 (3rd fl sun room)(C),Room,South District
St. Lawrence Community Recreation Centre,Pool - Wading (Indoor),Pool - C,South District
Antibes Community Centre,Pre-School Room (C),Room - C,North District
West Deane Park - Outdoor Pool,Outdoor Pool (C),Pool - Outdoor - C,West District
Parkway Forest Community Centre,Walking Track,Track-Indoor,North District
Antibes Community Centre,Pool (B)-Indoor,Pool - Indoor - B,North District
Bloordale Community School,Bloordale UC,Room,West District
Swansea Community Recreation Centre,Pool SE2-(C),Pool - Indoor - C,West District
Dufferin Grove Park,Wading Pool,Pool-Wading,South District
Primrose Avenue Parkette,Wading Pool,Pool-Wading,West District
Avondale Public School,Summer Camp Location,Gymnasium,North District
Ellesmere Community Centre,Gyms 1  2 (B),Gym - B,East District
Park Lawn CS,Gymnasium,Gymnasium,West District
West Hill Collegiate Institute,Pool SE2,Pool - Indoor - B,East District
Don Montgomery Community Centre,(Pre-School ) Changeroom 1 (C),Room - C,East District
Dennis R.Timbrell Resource Centre,Pool Office,Storage,North District
John English CS,Gymnasium 3 - Lower Level (B),Gym - B,West District
Gordon A Brown Middle School,Pool DE 1,Pool - Indoor - C,South District
James S. Bell CS,Room B6,Room,West District
Ellesmere Community Centre,Preschool Room (C),Room - C,East District
Jenner Jean-Marie Community Centre,Lobby - Lower (C),Lobby,North District
John G. Althouse CS,Room 14,Room,West District
Downsview Arena,Lions Den - Room (B),Room - B,West District
Seneca Village Community Centre,Community Room,Room,North District
Wallace-Emerson Community Centre,Nursery Room,Room,South District
Toronto Pan Am Sports Centre,Training Pool - Shallow Lane 7,Pool-Indoor,East District
Amesbury Community Centre,Meeting Room 3 (C),Room - C,West District
Secord Community Centre,Lounge (C),Room - C,South District
Fairhaven Park,Fairhaven Wading Pool (C),Pool - C,West District
Stephen Leacock Community Centre,Kitchen (B),Kitchen - B,East District
Dennis R.Timbrell Resource Centre,Room 1 (C),Room - C,North District
Oriole Community Centre,Craft Room (C),Room - C,North District
Long Branch Arena,Rink (A),Rink-Indoor - A,West District
Fairmount Park Community Centre,Pool SE2,Pool - Indoor - C,South District
St. Marcellus CSS,Room 127,Room,West District
Highview Park,Wading Pool,Pool-Wading,East District
Scarborough Village Recreation Centre,Intermission Room (A),Room - A,East District
Ryerson Community Park,AIR - Rink,Rink-Outdoor,South District
Driftwood Community Recreation Centre,Kitchen (B),Kitchen - B,North District
Leaside Outdoor Pool,Pool (B)- Outdoor,Pool - Outdoor - B,North District
Agincourt Recreation Centre,Drypad 1 (B),Indoor Dry Pad - B,East District
Edgehill House,Upstairs Board Room (C),Room - C,West District
Regent Park Aquatic Centre,Rec Pool (A),Pool - Indoor - A,South District
Coleman Park,Wading Pool,Pool-Wading,South District
Stephen Leacock Community Centre,Drypad 2 - Sport Court (P),Indoor Dry Pad - Premier,East District
High Park,Parking Spaces,Parking Lot,West District
West Lodge Park,Wading Pool,Pool-Wading,South District
Centennial Recreation Centre-Scarborough,Auditorium (A),Room - A,East District
Islington CS,Room 5,Library,West District
Parkway Forest Community Centre,Pre-School Room (C),Room - C,North District
Sumach - Shuter Parkette,Wading Pool,Pool-Wading,South District
Centennial Recreation Centre-Scarborough,Parking Lot,Parking Lot,East District
Birkdale Community Centre,Lounge (C),Room - C,East District
Tall Pines Community Centre,Kitchen (C),Kitchen - C,East District
Earl Bales Community Centre,Meeting Room 2 (C),Room - C,North District
Malvern Recreation Centre,Gym (A),Gym - A,East District
Amesbury Park,Tennis Court #2,Court - Tennis,West District
Heron Park Community Centre,Youth Space (C),Room - C,East District
Swansea Community Recreation Centre,Multipurpose Room 1 -Rennie Room A (C),Room - C,West District
Pleasantview Community Centre,Playroom (C),Room - C,North District
Fairfield Seniors' Centre,Room 1 - Library (C),Room - C,West District
Roywood Park RC,Lounge (C),Room - C,North District
Oakdale Community Centre,Gym (B),Gym - B,North District
Malvern Recreation Centre,Lobby - West (C),Lobby,East District
Elizabeth Simcoe  JES,Gym,Gymnasium,East District
Driftwood Community Recreation Centre,Outdoor Basketball Pad (C),Court - Basketball,North District
East York Community Centre,Fitness Centre (C),Room-Fitness/Weight,South District
Masaryk- Cowan Community Centre,Lobby - 2nd Floor (C),Room - C,South District
Domenico DiLuca Community Centre,Meeting Room 3 (C),Room - C,West District
Wallace-Emerson Community Centre,Fitness Studio,Room-Fitness/Weight,South District
Amesbury Community Centre,Boardroom (C),Room - C,West District
Sherbourne Common,AIR - Rink,Rink-Outdoor,South District
Goulding Community Centre,Pool (B)-Outdoor,Pool - Outdoor - B,North District
Joseph J. Piccininni Community Centre,Seniors Lounge Lower (B),Room - B,West District
Walter Perry,Room,Room,East District
Toronto Pan Am Sports Centre,Training Pool -Deep Lane 10,Pool-Indoor,East District
Weston CI,Pool (B)- Indoor,Pool - Indoor - B,West District
Maurice Cody Community Centre,Community Room (C),Room - C,South District
Swansea Community Recreation Centre,Pool DE2-(C),Pool - Indoor - C,West District
Joseph J. Piccininni Community Centre,Sewing Room (C),Room - C,West District
Beaches Recreation Centre,Kitchen,Kitchen - A,South District
Fairmount Park,Diamond (B),Diamond - B,South District
Seneca Village Community Centre,Gymnasium (B),Gym - B,North District
Leaside Memorial Gardens Pool,Pool SE 1 (B),Pool - Indoor - B,North District
Bob Abate Community Recreation Centre,Craft Room (C),Room - C,South District
L'Amoreaux Community Recreation Centre,Parkview Room (B),Room - B,East District
Mary McCormick Recreation Centre,Weightroom,Room-Fitness/Weight,South District
Toronto Pan Am Sports Centre,Gymnasium 4,Gymnasium,East District
Port Union Community Recreation Centre,Picnic Area,Parkland,East District
Elmbank Community Centre,Multipurpose Room - Lower (A),Room - A,West District
Smithfield CS,Gymnasium 2,Gymnasium,West District
Trinity Community Recreation Centre,Garden Lounge,Room,South District
Malvern Recreation Centre,Community Room (B),Room - B,East District
Main Square Community Centre,Lobby - West (C),Room - C,South District
Bedford Park Community Centre,Gym (B),Gym - B,North District
Roding Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
Regent Park South Community Centre,Computer Room,Room-Computer/Training,South District
Amesbury Sports Complex,Meeting Room (C),Room - C,West District
Cedarbrae Collegiate Institute,Pool DE 1,Pool - Indoor - A,East District
Heron Park Community Centre,Pool (A)-Outdoor,Pool - Outdoor - A,East District
DA Morrison Junior High School,Pool SE 1,Pool - Indoor - B,South District
Falstaff Community Centre,Gym (B),Gym - B,West District
Columbus Parkette,Wading Pool,Pool-Wading,South District
North Toronto Memorial Community Centre,Weight Room,Room-Fitness/Weight,North District
Hilltop Community School,Room 18,Room,West District
Amesbury Park,Court 1,Court - Tennis,West District
John G. Althouse CS,Room 13,Room,West District
Don Montgomery Community Centre,Gym 1 & 2 (A),Gym - A,East District
West Rouge Community Centre,Ballroom (Premier),Room - Premier,East District
Park Lawn CS,Room 13,Room,West District
Centennial Recreation Centre-Scarborough,Pool DE1,Pool - Indoor - A,East District
Victoria Village Arena,Gym (B),Gym - B,North District
Corvette  ES,Gymnasium,Gymnasium,East District
Irving W Chapley Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
West Mall Outdoor Pool - Outdoor Pool,Pool (B)-Outdoor,Pool - Outdoor - B,West District
Dennis R.Timbrell Resource Centre,Pool SE1,Pool - Indoor - A,North District
Randy Padmore Park,Wading Pool,Pool-Wading,South District
Hilltop Community School,Room 17,Room,West District
Trinity Community Recreation Centre,Music Room A (C),Room - C,South District
Centennial Recreation Centre-Scarborough,Ice Galaxy (A),Rink-Indoor - A,East District
Goulding Community Centre,Room 1 (Tiny Tot) (C),Room - C,North District
Port Union Community Recreation Centre,Lobby - Front (C),Lobby,East District
Centennial Recreation Centre - Etobicoke,DE2,Pool - Indoor - C,West District
Scarborough Village Recreation Centre,Rink (A),Rink-Indoor - A,East District
Lawrence Heights Community Centre,Kitchen (B),Kitchen - B,North District
Northwood Community Centre,Balcony (C),Room - C,North District
Northwood Community Centre,Pool (A)-Outdoor,Pool - Outdoor - A,North District
Gordon A Brown Middle School,Pool (C),Pool - Indoor - C,South District
Humbercrest United Church,Room,Room,West District
Davisville Public School,Art Room - 3rd Floor,Room,South District
Glamorgan JES,Gym,Gymnasium,East District
Birchmount Community Centre,SE 1,Pool - Indoor - A,East District
Scarborough Village Recreation Centre,Craft Room South (C),Room - C,East District
Thistletown Community Centre,Preschool Room,Room-Preschool,West District
Ourland Community Centre,Meeting Room (C),Room - C,West District
Sunnylea Park,Wading Pool,Pool-Wading,West District
Herbert H.Carnegie Centennial Centre,Rink (P),Rink-Indoor - Premier,North District
Irving W Chapley Community Centre,Preschool Room (C),Room - C,North District
Cedarbrook Community Centre,Kitchen (C),Kitchen - C,East District
Mimico Memorial Park,Wading Pool,Pool-Wading,West District
Domenico DiLuca Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,West District
Beaches Recreation Centre,Pool DE2,Pool - Indoor - B,South District
Rennie Park,AIR - Rink 1,Rink-Outdoor,West District
Monarch Park,AIR - Rink 1 (A),Rink-Outdoor,South District
New Toronto Seniors Centre,Main Room (C),Room - C,West District
Ashtonbee Reservoir Park,Cricket Pitch 1 (C),Sport Field - C,East District
Dentonia Park,Meeting Room (B),Room - B,South District
The Elms Community School,Lunch Room,Room,West District
Fairbank Memorial Community Centre,Bocce Courts,Lawnbowling,North District
Roywood Park RC,Media Lab (C),Room - C,North District
Alderwood Pool,Multi-Purpose Room (C),Room - C,West District
Thistletown Seniors' Ctr,Kitchen,Kitchen,West District
Annette Community Recreation Centre,Weight Room (C),Room-Fitness/Weight,West District
O'Connor PS,Summer Camp Location,Room-School,North District
Bob Abate Community Recreation Centre,Music Room (C),Room - C,South District
Centennial Recreation Centre - Etobicoke,SE2,Pool - Indoor - C,West District
Birch Park,Birch Park Wading Pool,Pool-Wading,West District
Port Union Community Recreation Centre,Lobby - Back (C),Lobby,East District
Goulding Community Centre,Multipurpose Room (C),Room - C,North District
St. Robert CSS,Summer Camp Location,Room-School,North District
Rexlington Park,Wading Pool,Pool-Wading,West District
Mitchell Field Community Centre,Weight Room,Room-Fitness/Weight,North District
Cummer Park Community Centre,Pool (A)- DE2,Pool - Indoor - A,North District
Fairfield Seniors' Centre,Room 4 - Multipurpose (C),Room - C,West District
St. Elizabeth Seton CSS,Room,Room,East District
Prince Of Wales Park,Wading Pool,Pool-Wading,West District
Ken Cox Community Centre,Gymnasium - Ken Cox (B),Gym - B,West District
Baird Park,Splash Pad,Splash Pad,South District
Heron Park Community Centre,Rink 1 (B),Rink-Indoor - B,East District
Amesbury Community Centre,Gym (B),Gym - B,West District
Fairmount Park,Wading Pool,Pool-Wading,South District
North Toronto Memorial Community Centre,Pool (A) - Outdoor,Pool - Outdoor - A,North District
Lawrence Heights Community Centre,Watson-Lewis Skateboard Park,Skateboard Park,North District
Earl Bales Ski and Snowboard Centre,Beginner Hill,Ski-Winter,North District
Georges Vanier Secondary School,Pool (B)-DE-1,Pool-Indoor,North District
Cedarbrook Community Centre,Sun Deck (C),Room - C,East District
Humberwood Community Centre,Room 1013 (C),Room - C,West District
Warden Hilltop Community Centre,Fitness Center (C),Room - C,East District
Oakdale Community Centre,"Gym ""B"" - No Alcohol (B)",Gym - B,North District
Wexford Collegiate Institute,Pool DE2,Pool - Indoor - A,East District
Swansea Community Recreation Centre,Gym (B),Gym - B,West District
Toronto Island Recreation,Ferry Docks,Picnic Shelter,South District
Edithvale Community Centre,Art Studio C - 208 (C),Room - C,North District
Stephen Leacock Seniors Community Centre,Tennis Room (C),Room - C,East District
North Toronto Memorial Community Centre,Gym (A),Gym - A,North District
Agincourt Recreation Centre,Tots Corner (C),Room - C,East District
Regent Park South,AIR - Rink South,Rink-Outdoor,South District
Amos Waites Park - Outdoor Pool,Pool (C)-Outdoor,Pool - Outdoor - C,West District
Amesbury Community Centre,Kitchen - 2nd Floor (A),Kitchen - A,West District
Toronto Pan Am Sports Centre,Gym 3 Court 1,Gymnasium,East District
Beaches Recreation Centre,Pool SE1,Pool - Indoor - B,South District
Parkdale Community Recreation Centre,Community Gym (C),Gym - C,South District
Berner Trail Junior Elementary School,Gymnasium,Gymnasium,East District
Willow Park ES,Gym,Gymnasium,East District
Gus Ryder Pool And Health Club,Pool DE 1 & SE 1- Lane 3,Pool - Indoor - A,West District
L'Amoreaux Community Recreation Centre,Preschool Room 1,Room-Preschool,East District
Mary McCormick Recreation Centre,Seniors Room (C),Room - C,South District
Edithvale Community Centre,Kitchen - (C),Kitchen - C,North District
Douglas Snow Aquatic Centre,Lane 4,Pool - Indoor - P,North District
Domenico DiLuca Community Centre,Gym (B),Gym - B,West District
Agincourt Recreation Centre,Kitchen (A),Kitchen - A,East District
General Mercer School,Gen'l Mercer Wading Pool,Pool-Wading,West District
Antibes Community Centre,Gym (B),Gym - B,North District
Sunnyside - Gus Ryder Outdoor Pool,SE1 - 4'-5' Deep (Quandrant 3),Pool - Outdoor - A,West District
St. Mark's United Church,Multi Purpose Room (B),Room - B,East District
Dennis R.Timbrell Resource Centre,Pool (A),Pool - Indoor - A,North District
Centennial Arena (Etobicoke/York),West Rink (A),Rink-Indoor - A,West District
Edgehill House,Meeting Room 2,Room,West District
Horner Ave Seniors Centre,Lounge,Room,West District
Stephenson Park,Wading Pool,Pool-Wading,South District
Wallace-Emerson Community Centre,Dance Studio (C),Room - C,South District
Mitchell Field Community Centre,Track,Track-Indoor,North District
Bloordale Community School,Classroom 115,Room,West District
Glen Long Community Centre,Tiny Tot Room,Room,North District
Heron Park Community Centre,Rink 2 (C),Rink-Indoor - C,East District
Jenner Jean-Marie Community Centre,Park Property Room (C),Room - C,North District
Goulding Community Centre,Dry Pad (A),Indoor Dry Pad - A,North District
Dieppe Park,Dry Pad (with boards) (A),Outdoor Dry Pad - A,South District
St. Marcellus CSS,Room 126,Room,West District
Withrow Park,Clubhouse,Clubhouse,South District
Brown Community Centre,Pool DE1,Pool - Indoor - C,South District
Hollycrest CS,Home Economics,Room-School,West District
John Innes Community Recreation Centre,Pool SE1,Pool - Indoor - C,South District
St. Lawrence Community Recreation Centre,Computer Lab,Room-Computer/Training,South District
Selwyn ES,Gynasium,Gymnasium,South District
Trinity Bellwoods Park,Wading Pool,Pool-Wading,South District
Stephen Leacock Community Centre,The Young Leafs Board Room (C),Room - C,East District
Riverdale Farm,Meeting House Rm 5 (main rm & sun rm) C,Room - C,South District
Carmine Stefano Community Centre,Room 206 - Classroom (C),Room - C,West District
D.D.Summerville Outdoor Pool,Pool (P)-Outdoor,Pool - Outdoor - P,South District
St. Paschal Baylon CSS,Room (ARC),Room,North District
Smithfield CS,Soccer Field 1 North,Field,West District
Beaches Recreation Centre,Glen Ames Gym,Gymnasium,South District
Joseph J. Piccininni Community Centre,Community Room #2 - Upstairs (C),Room - C,West District
Yorkwoods PS,Summer Camp Location,Room-School,North District
Stephen Leacock Community Centre,Dance Studio Room (B),Room - B,East District
DA Morrison Junior High School,Pool DE 1,Pool - Indoor - B,South District
Toronto Pan Am Sports Centre,Training Pool - Shallow Lane 3,Pool-Indoor,East District
Greenwood Park,AIR - Rink 2 (with boards),Rink-Outdoor,South District
St. Martin de Porres CSS,Room,Room,East District
Milliken Park Community Recreation,Craft 1 (C),Room - C,East District
Humberwood Community Centre,Gym C (B),Gym - B,West District
Stanley Park North - Toronto,Wading Pool,Pool-Wading,South District
Edithvale Community Centre,Running Track 202,Track-Indoor,North District
Northwood Community Centre,Room 7/Games Room (B),Room - B,North District
Hilltop Community School,Room 13,Room,West District
Agincourt Recreation Centre,Pool (P)- Indoor,Pool - Indoor - P,East District
Oriole Community Centre,Games Room (223) (B),Room - B,North District
Cedarbrook Community Centre,Parking Lot,Parking Lot,East District
L'Amoreaux Community Recreation Centre,Kitchen (C),Kitchen - C,East District
Centennial Arena (Etobicoke/York),West Meeting Room (C),Room - C,West District
Ancaster Community Centre,Kitchen (C),Kitchen - C,North District
St. Marcellus CSS,Community School Room,Room-School,West District
Birkdale Community Centre,Sunroom (B),Room - B,East District
John English CS,Gymnasium 2 - Girls Gym (B),Gym - B,West District
Cedarbrook Community Centre,Craft Room (C),Room - C,East District
Camp Naorca / FVOEC,Gym,Gymnasium,North District
Centennial Recreation Centre-Scarborough,Rink (A),Rink-Indoor - A,East District
Edithvale Community Centre,Room 109  Kitchen (C),Kitchen - C,North District
Oriole Community Centre,Lobby - Lower (C),Room - C,North District
Fairfield Seniors' Centre,Room 6 - Travel Club (C),Room - C,West District
Adam Beck Community Centre,Studio 2 & 3,Room - C,South District
Ancaster Community Centre,Craft Room (C),Room - C,North District
Emery Collegiate Institute,Pool (C)-Indoor,Pool - Indoor - C,West District
L'Amoreaux Community Recreation Centre,Studio Room 1 (C),Room - C,East District
S.H. Armstrong Community Centre,Gym - North (C),Gym - C,South District
The Elms Community School,Gymnasium,Gymnasium,West District
Heron Park Community Centre,Drypad 1 (B),Indoor Dry Pad - B,East District
Joseph J. Piccininni Community Centre,Pool - Indoor Wading,Pool - C,West District
Ancaster Community Centre,Meeting Room 1 (C),Room - C,North District
Edithvale Community Centre,Gibson Room - 201a (C),Room - C,North District
Burrows Hall Community Centre,Meeting Room (C),Room - C,East District
Edithvale Community Centre,Fitness Studio - 204 (B),Room - B,North District
Warden Hilltop Community Centre,Gym 2 (B),Gym - B,East District
Edithvale Community Centre,Pre-school Room - 110 (C),Room - C,North District
Commander Recreation Centre,Hall (A),Room - A,East District
Don Montgomery Community Centre,Dance Studio- Multipurpose  (B),Room - B,East District
Giovanni Caboto,AIR - Rink-Pleasure (A),Rink-Outdoor,West District
Stan Wadlow Clubhouse,Patio,Patio,South District
Joseph J. Piccininni Community Centre,Kitchen 1- Upper Level (A),Kitchen - A,West District
Humberwood Community Centre,Room 1012 (C),Room - C,West District
Beaches Recreation Centre,Community Room (C),Room - C,South District
Mary McCormick Recreation Centre,Youth Lounge (C),Room-Games,South District
Birkdale Community Centre,Main Hall (B),Room - B,East District
Mimico Arena,Rink (A),Rink-Indoor - A,West District
Malvern Recreation Centre,Rink 1 (A),Rink-Indoor - A,East District
Carmine Stefano Community Centre,Multipurpose Room B (B),Room - B,West District
Ken Cox Community Centre,Soccer/Track (B),Sport Field - B,West District
Royalcrest Rink - Outdoor Artificial Ice,AIR - Rink,Rink-Outdoor,West District
Frankland Community Centre,Multipurpose Room A (B),Room - B,South District
Joseph J. Piccininni Community Centre,Indoor Bocce (East),Room,West District
Irving W Chapley Community Centre,AIR - Rink (A),Rink-Outdoor,North District
Gord And Irene Risk Community Centre,Rink (A),Rink-Indoor - A,West District
Maurice Cody Community Centre,Kitchen,Kitchen,South District
Earl Bales Community Centre,Meeting Room 1 (C),Room - C,North District
Port Union Community Recreation Centre,Activity Room A (C),Room - C,East District
Regent Park Aquatic Centre,Leadership Room (C),Room - C,South District
Fenside Arena,Rink (A),Rink-Indoor - A,North District
Lambton-Kingsway Outdoor Pool,Pool (C)-Outdoor,Pool - Outdoor - C,West District
Marjory Carton Apts,Room,Room-School,North District
Runnymede Collegiate Institute,Gymnasium 2,Gymnasium,West District
Parkway Forest Community Centre,Teaching  Kitchen (P),Kitchen - Premier,North District
Gus Ryder Pool And Health Club,Pool DE 2 & SE 2- Lane 4,Pool - Indoor - A,West District
Dennis R.Timbrell Resource Centre,Computer Centre (C),Room - C,North District
John Booth Arena,Room 2/Multipurpose (C),Room - C,North District
Agincourt Recreation Centre,Beach Pool & Teach (A),Pool - Indoor - A,East District
Don Montgomery Community Centre,Board Room (C),Room - C,East District
Fairbank Memorial Community Centre,Kitchen (C),Kitchen - C,North District
Wallace-Emerson Community Centre,Multipurpose Room (C) (Ambrico Room),Room - C,South District
Lester B. Pearson Collegiate Institute,Pool SE 1,Pool - Indoor - A,East District
Northwood Community Centre,Room 4/Kitchen (C),Room - C,North District
Oakridge Community Recreation Centre,Craft Room 1 (C),Room - C,East District
Jimmie Simpson Park,Jimmie Simpson,Parkland,South District
Matty Eckler Recreation Centre,Multipurpose Room 3 (C),Room - C,South District
Heron Park Community Centre,Gym 1 - North (B),Gym - B,East District
Hilltop Community School,Central Etobicoke SS,Gymnasium,West District
Oakdale Community Centre,Room 2/Tiny Tots (C) -  No Alcohol,Room - C,North District
Agincourt Recreation Centre,SE2 - Lap,Pool - Indoor - A,East District
Hilltop Community School,Room 5,Room-School,West District
Cummer Park Community Centre,Rink (A),Rink-Indoor - A,North District
Dennis R.Timbrell Resource Centre,Kitchen (B),Kitchen - B,North District
Markdale Preschool Site,Small Preschool Facility,Room,South District
Matty Eckler Recreation Centre,Youth Room (C),Room - C,South District
Gordon A Brown Middle School,Pool SE 1,Pool - Indoor - C,South District
St. Lawrence Community Recreation Centre,Pool DE1,Pool - Indoor - B,South District
West Rouge Community Centre,Meeting Room 129 (C),Room - C,East District
Northwood Community Centre,Room 11/Weight,Room,North District
Berner Trail Community Centre,Hall (B),Room - B,East District
Ourland Community Centre,Tennis Courts,Court - Tennis,West District
Dennis R.Timbrell Resource Centre,Lobby (C),Room - C,North District
Antibes Community Centre,Youth Space (B),Room - B,North District
Elmbank Community Centre,Babysitting Room (C),Room - C,West District
Driftwood Community Recreation Centre,Front Lawn,Parkland,North District
Humberwood Community Centre,Gym AB (A),Gym - A,West District
Fairbank Memorial Community Centre,Fitness Room (C),Room - C,North District
Terry Fox Recreation Centre,Gym,Gymnasium,South District
Hollycrest CS,Classroom 20,Room-School,West District
Annette Community Recreation Centre,Change Room (M),Room-Dressing,West District
Goulding Park,Tennis Courts All,Court - Tennis,North District
Scarborough Village Recreation Centre,Youth Lounge (C),Room - C,East District
Roywood Park RC,Multipurpose Room (C),Room - C,North District
North Kipling Community Centre,Gym (B),Gym - B,West District
Smythe Park,Pool (A)-Outdoor,Pool - Outdoor - A,West District
Driftwood Community Recreation Centre,Room 5 (C),Room - C,North District
Bloordale Community School,Classroom 114,Room,West District
S.H. Armstrong Community Centre,Nursery Room (B),Room - B,South District
Oakdale Community Centre,Outdoor Basketball Court,Field,North District
Toronto Pan Am Sports Centre,Training Pool - Deep Lane 4,Pool-Indoor,East District
Etobicoke Civic Centre,Main Boardroom,Room,West District
Hilltop Community School,Small Gym,Gymnasium,West District
Sir Wilfrid Laurier Collegiate Institute,Gym 2 (Double),Gymnasium,East District
Woburn Avenue Playground,Wading Pool,Pool-Wading,North District
Nelson A. Boylen Collegiate Institute,Pool (C)-Indoor,Pool - Indoor - C,West District
Ken Cox Community Centre,Classroom 1 (C),Room - C,West District
Birkdale Community Centre,Lobby (C),Lobby,East District
Scarborough Civic Centre,Adapted and Integrated Office,Room,East District
Sunnydale Acres Rink - Outdoor Artifical,AIR - Rink (A),Rink-Outdoor,West District
McGregor Park Community Centre,Preschool Room (C),Room,East District
L'Amoreaux Community Recreation Centre,Park Room (A),Room - A,East District
Burrows Hall Community Centre,Kitchen (B),Kitchen - B,East District
Jenner Jean-Marie Community Centre,Invar Development Room (C),Room - C,North District
Dennis Avenue Community School,Gymnasium,Gymnasium,West District
St. Barnabas CSS,Gym,Gymnasium,East District
West Rouge Community Centre,Club Room 113 (B),Room - B,East District
Antibes Community Centre,Kitchen 1 (B),Kitchen - B,North District
Daystrom PS,Gym,Gymnasium,West District
Trinity Bellwoods Park,AIR - Rink (boards),Rink-Outdoor,South District
Scarborough Village Recreation Centre,Drypad (A),Indoor Dry Pad - A,East District
Lawrence Heights Community Centre,Pool (C)-Outdoor,Pool - Outdoor - C,North District
Stephen Leacock Community Centre,Studio Room (C),Room - C,East District
Agincourt Recreation Centre,Hall (A),Room - A,East District
Douglas Snow Aquatic Centre,Pool Deck,Pool-Indoor,North District
Parkway Forest Community Centre,Multi Purpose Room (B),Room - B,North District
Main Square Community Centre,Multipurpose Room (A),Room - A,South District
Smithfield Park - Outdoor Pool,Pool (C)- Outdoor,Pool - Outdoor - C,West District
Thistletown Seniors' Ctr,Meeting Room,Room,West District
Stephen Leacock Seniors Community Centre,Main Hall (B),Room - B,East District
Masaryk Park,Wading Pool,Pool-Wading,South District
Stan Wadlow Clubhouse,Auditorium (B),Room - B,South District
Carmine Stefano Community Centre,Room 127 - Preschool Room (C),Room - C,West District
Bloordale Community School,Classroom 102,Room,West District
Warden Hilltop Community Centre,Activity Room 2 (C),Room - C,East District
Stephen Leacock Community Centre,Main Hall (B),Room - B,East District
